Unnamed: 0,번호,제목,저자,출판사,출판일
,65,A Survey of Clinical Trial Coordinators: Factors Influencing Job Satisfaction and Turnover,"Kellen, J. C.",AMERICAN HEART ASSOCIATION,1994
,66,The mechanism of teaching–research conflict influencing job burnout among university teachers: The roles of perceived supervisor support and psychological capital,"Heng, Shupeng; Yang, Ming; Zou, Bing; Li, Yongzhan; Castaño, Gloria","John Wiley & Sons, Ltd",2020
,67,Consumers With Major Depressive Disorder: Factors Influencing Job Placement,"Hergenrather, K.C.; Haase, E.; Zeglin, R.; Rhodes, S.D.",ELLIOTT & FITZPATRICK,2013
,68,The Role of Professional Competency in Influencing Job Satisfaction and Organizational Citizenship Behavior Among Palliative Care Nurses,"Biagioli, Valentina; Prandi, Cesarina; Nyatanga, Brian; Fida, Roberta",Lippincott Williams and Wilkins,2018
,69,Top ten: A model of dominating factors influencing job satisfaction of emergency nurses,"Staempfli, Sabina; Lamarche, Kimberley","ELSEVIER SCIENCE B.V., AMSTERDAM",2020
,70,Is this time different? How digitalization influences job creation and destruction,"Balsmeier, Benjamin; Woerter, Martin","Elsevier Science B.V., Amsterdam.",2019
,71,The effectiveness of role autonomy in influencing job pursuit intentions of customer‐oriented frontline job seekers,"O'Brien, Sharon; O'Toole, Thomas","John Wiley & Sons, Ltd",2021
,72,The Roles of Computer Self-Efficacy and Outcome Expectancy in Influencing Job Satisfaction,"Stone, R. W.;Henry, J. W.",The Institute,1994
,73,China-Bound for Jobs? The Influences of Social Connections and Ethnic Politics in Taiwan,"Tsai, M.-C.; Chang, C.-f.",Cambridge University Press,2010
,74,Who gets the jobs? Factors influencing the employability of property and construction graduates in the UK,"Devaney, S.; Roberts, D.",Taylor & Francis,2012
,75,Offenders and Post-Release Jobs: Variables Influencing Success and Failure,"Harrison, B.; Schehr, R. C.",HAWORTH PRESS INC,2004
,76,The Employment Perspectives Study: Identifying Factors Influencing the Job-Seeking Behavior of Persons Living with HIV/AIDS,"Hergenrather, K. C.; Rhodes, S. D.; Clark, G.",GUILFORD PRESS,2005
,77,If I had stable housing I would be a bit more receptive to having a job. Factors influencing the effectiveness of Disability Employment Services reform,"Devine, Alexandra; Vaughan, Cathy; Kavanagh, Anne",Andover Medical Publishers,2020
,78,Job complexity influences cognition in a middle-aged cohort at risk for Alzheimer's disease,"LaRue, Asenath; Mueller, Kimberly; Hermann, Bruce; Sager, Mark A.",ELSEVIER SCIENCE B.V. AMSTERDAM,2010
,79,Influences on Job Search Self-Efficacy of Spouses of Enlisted Military Personnel,"Trougakos, J. P.; Bull, R. A.; Green, S. G.; MacDermid, S. M.; Weiss, H. M.",LAWRENCE ERLBAUM ASSOCIATES,2007
,80,Job complexity influences cognition in a middle-aged cohort at risk for Alzheimers disease,"LaRue, A.; Mueller, K.; Hermann, B.; Sager, M. A.",ELSEVIER SCIENCE B.V. AMSTERDAM,2010
,81,Cultural Influences on Job Satisfaction and Organizational Commitment: A Study of Bank Managers in Nigeria,"Okpara, J.O.; Wynn, P.",ADONIS &amp; ABBEY PUBLISHERS LTD,2007
,82,Factors influencing graduate job choice – a systematic literature review,"Purohit, Divyang; Jayswal, Mitesh; Muduli, Ashutosh",Emerald,2020
,83,Competencies Influencing Extension Workers'Job Performance in Relation to the Good Agricultural Practices in Malaysia,"Tiraieyari, N.; Idris, K.; Jegak, J.; Hamzah, A.",Science Publications,2010
,84,"Good Jobs, Good Deeds: The Gender-Specific Influences of Job Characteristics on Volunteering","Marshall, G. A.; Taniguchi, H.",Springer Science + Business Media,2012
,85,The Influences of Job Stress and Supervisor Support on Negative Affects and Job Satisfaction in Kindergarten Principals,"Wong, K. S.",SELECT PRESS,2000
,86,What influences the job satisfaction of staff and associate specialist hospital doctors?,"French, F.; Ikenwllo, D.; Scott, A.",LONGMAN,2007
,87,Factors influencing overall job satisfaction and organizational commitment in early childhood work environments:,"Jorde-Bloom, Paula",American Psychological Association,1989
,88,"What influences teachers' job satisfaction and how to improve, develop and reorganize the school activities associated with them","Crisci, Anna; Sepe, Enrica; Malafronte, Pasqualina",Springer Nature,2018
,89,Factors influencing employee job satisfaction in Ghana's hotel industry,"Amissah, Eunice Fay; Gamor, Emmanuel; Deri, Mildred Nuong; Amissah, Agnes",Taylor and Francis,2016
,90,Family Influences on Job Movement,Marvin B. Sussman;  Betty E. Cogswell,Plenum Press,1971
,91,How Job Embeddedness Influences New Business Creation of Employee,"Mai, Y.; Zhou, S.",Babson Park; Arthur M. Blank Center for Entrepreneurship,2009
,92,"Factors Influencing Retention, Job Satisfaction, and Motivation among Jordanian Health Workers","Dieleman, M.; Kleinau, E.","Elsevier Science B.V., Amsterdam",2017
,93,Specific influences of job satisfaction and work characteristics on the intention to quit: Results of different studies,"Jimenez, P.",WOLFGANG PABST VERLAG,2002
,94,The Influencers of Job Satisfaction in Demanding Crime Investigation,"Kankaanranta, T.",Vathek Publishing,2011
,95,Genetic Influences on Job and Occupational Switching,"McCall, B. P",Academic Press,1997
,96,Genetic Influences on Job and Occupational Switching,"McCall, B. P.",unknown,1997
,97,Establishment and Job Context Influences on the Use of Hiring Practices,"Colarelli, S. M",Lawrence Erlbaum Associates Ltd. for the International Association of Applied Psychology,1996
,98,How supervisory reward power influences employees' job outcomes: A mediating approach,"Shih, H.-A.; Chen, T.-J.",Decision Sciences Institute,2008
,99,"Well-being, affective commitment and job satisfaction: influences on turnover intentions in casual dining employees","DiPietro, Robin B.; Moreo, Andrew; Cain, Lisa",Taylor & Francis,2020
,100,Learning on the job - influences on the initiation and duration of breastfeeding,unknown,MIDIRS,2008
,1,How training at work influences employees' job satisfaction: roles of affective commitment and job performance,"Nauman, Shazia; Bhatti, Sabeen; Jalil, Faryal; Bint E Riaz, Madiha",Taylor & Francis,2021
,2,"Role Strains, Tension, and Job Satisfaction Influences on Employees' Propensity to Leave: A Multi-Sample Replication and Extension",Karin E. Klenke-Hamel; John E. Mathieu,Plenum Press,1990
,3,Prioritisation of factors influencing teachers' job satisfaction in the UAE,"Alkhyeli, Hareb Eisa; Ewijk, Anne Van",Inderscience,2018
,4,How the Type of Job Position Influences Technology Acceptance: A Study of Employees&#x2019; Intention to Use Mobile Technologies for Knowledge Transfer,unknown,IEEE,2019
,5,Perceived organisational support influences on job satisfaction and organisational commitment among junior academic staff members,Fumani Donald Mabasa; Hlanganipai Ngirande,Working Group for African Psychology,2015
,6,Perceived organisational support influences on job satisfaction and organisational commitment among junior academic staff members,"Mabasa, Fumani Donald; Ngirande, Hlanganipai",Taylor & Francis,2015
,7,"Age, Developmental, and Job Stage Influences on Nurse Outcomes","McNeese-Smith, D. K.",LIPPINCOTT,2000
,8,Are Genetic and Environmental Influences on Job Satisfaction Stable Over Time? A Three-Wave Longitudinal Twin Study,"Li,  Wen-Dong; Stanek,  Kevin C.; Zhang,  Zhen; Ones,  Deniz S.; McGue,  Matt",APA AMERICAN PSYCHOLOGICAL ASSOCIATION,2016
,9,When the ball is bounced: Factors influencing the job of an AFL Umpire,"Rahimi-Golkhandan, S.; Ruddock-Hudson, M.; Ruddock, S.",Elsevier Science B.V. Amsterdam,2019
,10,"Perceived Role and Task Characteristic Influences on Job Satisfaction, Organizational Commitment, and Turnover Decision-Making","Butler, M. C.; Pavett, C. M.",DSI,1988
,11,"Socio Personal, Economic and Psychological Traits Influencing the Job Satisfaction of the Veterinary Assistant Surgeon in Assam","Ray, M. N.; Saharia, K. K.; Kalita, H. K.",AGRA PSYCHOLOGICAL RESEARCH CELL,2004
,12,How the Perception of Control Influences Unemployed Job Search,"McGee, A.D.",Industrial & Labor Relations Review,2015
,13,A Model of Organizational and Job Environment Influences on Workplace Violence,"Howard, J. L.; Wech, B. A.",Springer Science + Business Media,2012
,14,Employee perceptions of management relations as influences on job satisfaction and quit intentions,"Frenkel, S.; Sanders, K.; Bednall, T.",Springer Science + Business Media,2013
,15,Personality traits and simultaneous reciprocal influences between job performance and job satisfaction,"Yang, C.-L.; Hwang, M.",Emerald Group Publishing,2014
,16,Committed to Whom? Unraveling How Relational Job Design Influences Volunteers’ Turnover Intentions and Time Spent Volunteering,"Alfes, K.; Shantz, A.; Saksida, T.",Springer Science + Business Media,2015
,17,"Embracing the sobering reality of technological influences on jobs, employment and human resource development","Chuang, Szufang; Graham, Carroll Marion",Emerald,2018
,18,Leader and Peer Ethical Behavior Influences on Job Embeddedness,"Ferreira,  Aristides I.",BARKER COLLEGE,2017
,19,Personality traits and simultaneous reciprocal influences between job performance and job satisfaction,Cheng-Liang Yang ; Mark Hwang,Emerald Group Publishing Limited,2014
,20,Physicians' perceptions of insititutional and leadership factors influencing their job satisfaction at one academic medical center,"Demmy, Todd L.;Teague, Lynn;Sapienza, Pam;Kivlahan, Coleen;Stone, Tamera T.",Association of American Medical Colleges,2002
,21,When and why skill variety influences employee job crafting,"Li, Jie; Sekiguchi, Tomoki; Qi, Jipeng",Emerald Group Publishing Limited,2020
,22,The Long-Term Care Workforce Crisis: Dementia-Care Training Influences on Job Satisfaction and Career Commitment,"Coogle, C. L.; Head, C. A.; Parham, I. A.",TAYLOR & FRANCIS LTD,2006
,23,Future and past negative time perspective influences on job satisfaction and organizational commitment in Mexico and the United States,"Cernas Ortiz, Daniel Arturo; Davis, Mark A.",Emerald,2016
,24,Examining Employee-Service Personality Congruence: The Role of the Five-Factor Model and Influences on Job Outcomes,"Harris, E. G.; Fleming, D. E.",BEST BUSINESS BOOKS,2006
,25,"Newly qualified teachers’ work engagement and teacher efficacy influences on job satisfaction, burnout, and the intention to quit","Høigaard, Rune; Giske, Rune; Sundsli, Kari",Taylor & Francis,2012
,26,"Newly qualified teachers' work engagement and teacher efficacy influences on job satisfaction, burnout, and the intention to quit","Hoigaard, R.; Giske, R.; Sundsli, K.",Taylor & Francis,2012
,27,Job/work environment factors influencing training transfer within a human service agency: some indicative support for Baldwin and Ford's transfer climate construct,"Clarke, N.",BLACKWELL PUBLISHERS,2002
,28,How job-level HRM effectiveness influences employee intent to turnover and workarounds in hospitals,"Wheeler, A. R.; Halbesleben, J. R.; Harris, K. J.","Elsevier Science B.V., Amsterdam.",2012
,29,"Martin Ehlert The Impact of Losing Your Job: Unemployment and Influences from Market, Family, and State on Economic Well-Being in the U.S. and Germany","Hironimus-Wendt,  Robert J.",AMERICAN SOCIOLOGICAL ASSOCIATION,2018
,30,"Growth Visioning for the Westside Cities of Los Angeles County, California: Land Use and Transportation Factors Influencing Congestion and Jobs-Housing Imbalances","Singa, K.; Hutabarat, R.; Chou, M.","Washington, DC; National Academy Press; 1998",2004
,31,Influences on Adolescent Job Choice: Implications for Teaching Career Awareness in Agricultural Education,"Conroy, C. A.",AMERICAN ASSOCIATION OF TEACHER EDUCATORS IN AGRICULTURE,1998
,32,Influencing factors of job waiting time variance on a single machine,"Li, X.; Ye, N.; Xu, X.; Sawhey, R.",Inderscience,2007
,33,Job and gender influences in the subjective experinence of work/,"Northcott, Herbert C.;Lowe, Graham S.:",American Psychological Association,1988
,34,The influencing outcomes of job engagement: an interpretation from the social exchange theory,"Yin, Nan",Emerald Group Publishing Ltd,2018
,35,Attributional Influences on the Job Performance-Job Satisfaction Relationship,"Norris, Dwight R.;Niebuhr, Robert E.",ACADEMY OF MANAGEMENT,1984
,36,Postponing job retirement?: Psychosocial influences on the preference for early or late retirement,"Zappala, S.; Depolo, M.; Fraccaroli, F.; Guglielmi, D.; Sarchielli, G.",Emerald Group Publishing Limited,2008
,37,Age influences on the job satisfaction of construction workers: evidence from South Africa,"Chileshe, N.; Haupt, T.C.",Salford; ARCOM,2007
,38,The factors influencing burnout and job satisfaction among critical care nurses: a study of Saudi critical care nurses,"Alharbi, J.; Wilson, R.; Woods, C.; Usher, K.",Wiley-Blackwell,2016
,39,Technical Staff Job Engagement and Influencing Factors,"Sun,  Xuejian; Gan,  Yiqun; Wang,  Zhiyong; Wu,  Zhen",Springer,2015
,40,"How Emotional Labor Influences Worker Pride, Job Satisfaction, and Burnout: An Examination of Consumer Complaint Workers","Jin, M.H.; Guy, M.E.",Sage,2009
,41,"Worker absenteeism: peer influences, monitoring and job flexibility","Johansson, Per; Karimi, Arizo; Peter Nilsson, J.",John Wiley & Sons Ltd,2019
,42,Comparison of the influences of structured on-the-job training and classroom training approaches on trainees’ motivation to learn,"Huang, Wen-Rou; Jao, Ying-Ju",Taylor & Francis,2016
,43,Comparison of the influences of structured on-the-job training and classroom training approaches on trainees' motivation to learn,"Huang, Wen-Rou; Jao, Ying-Ju",Taylor & Francis,2016
,44,"The Role of Ethics Institutionalization in Influencing Organizational Commitment, Job Satisfaction, and Esprit de Corps","Vitell, S. J.; Singhapakdi, A.",Springer Science + Business Media,2008
,45,Unionization and Work Attitudes: How Union Commitment Influences Public Sector Job Satisfaction,"Davis, R. S.",Blackwell Publishing Ltd,2013
,46,Does Image Matter to Different Job Applicants? The influences of corporate image and applicant individual differences on organizational attractiveness,"Tsai, W. C.; Yang, I. W.",Blackwell Publishing Ltd,2010
,47,"Modelling suggests authentic leadership from managers influences structural empowerment, job satisfaction and self-rated performance among nurses",unknown,RCN Publishing Company,2014
,48,"Towards extending the SWITCH platform for time-critical, cloud-based CUDA applications: Job scheduling parameters influencing performance","Knight, Louise; Štefanič, Polona; Cigale, Matej; Jones, Andrew C.; Taylor, Ian","Elsevier Science B.V., Amsterdam.",2019
,49,Job burnout and its influencing factors among newly graduated nurses: A cross‐sectional study,"Xie, Jianfei; Li, Jie; Wang, Sha; Li, Lijun; Wang, Kewei; Duan, Yinglong; Liu, Qiao; Zhong, Zhuqing; Ding, Siqing; Cheng, Andy S. K.",John Wiley & Sons Ltd,2021
,50,Influences of Obesity on Job Demands and Worker Capacity,"Cavuoto, L. A.; Nussbaum, M. A.",Springer Science + Business Media,2014
,51,Factors influencing economic crime investigators' job commitment,"Kankaanranta, T.",Taylor & Francis,2013
,52,Reciprocal Influences of Personality and Job Characteristics Across Middle Adulthood,"Sutin, A. R.; Costa, P. T.",Blackwell Publishing Ltd,2010
,53,"Genetic influences on core self-evaluations, job satisfaction, and work stress: A behavioral genetics mediated model","Judge, T. A.; Ilies, R.; Zhang, Z.","Elsevier Science B.V., Amsterdam",2012
,54,Role Perception Influences upon Temporary Employee Job Attitudes,"Slattery, J. P.",The Institute,1998
,55,"America’s online ‘jobs’: conceptualizations, measurements, and influencing factors",Christopher Alex Hooton,Palgrave Macmillan Ltd,2017
,56,"Applicant Attraction to Firms: Influences of Organization Reputation, Job and Organizational Attributes, and Recruiter Behaviors","Turban, D. B",Academic Press,1998
,57,How union participation influences union commitment and job involvement,"Li, Min; Huang, Wenyuan; Zhang, Chunyang; Yang, Zhengxi",Emerald Group Publishing Limited,2019
,58,Empirical Analysis Of Factors Influencing The Level Of Job Satisfaction Of Caucasian And Hispanic Accounting Professionals,"Moyes, G.D.; Redd, T.C.",WESTERN ACADEMIC PRESS INC,2008
,59,"Applicant Attraction to Firms: Influences of Organization Reputation, Job and Organizational Attributes, and Recruiter Behaviors","Turban, D. B.",ACADEMIC PRESS,1998
,60,A dynamic model of job networking and social influences on employment,"Krauth, B. V.","Elsevier Science B.V., Amsterdam.",2004
,61,"Violence Between the Police and the Public: Influences of Work-Related Stress, Job Satisfaction, Burnout, and Situational Factors","Manzoni, P.; Eisner, M.",SAGE PUBLICATIONS LTD,2006
,62,Analysis and Intervention on the Influencing Factors of Employee's Job Insecurity,"Zou, Q.",Springer Science and Business Media,2011
,63,Tech Trends for 2002 6 key areas influencing the way your job functions might evolve,"Krager, D. E.; Thompson, R. R.","JAMES PUBLISHING, INC.",2002
,64,Do instrumental and symbolic factors interact in influencing employer attractiveness and job pursuit intention?,"Kumari, Shweta; Saini, Gordhan K.",Emerald Group Publishing Limited,2018
,65,Cognitive adjustment and psychological capital influences on expatriate workers' job performance: An Ethiopian study,"Tsegaye, Wondwossen Kassa; Su, Qin; Ouyang, Zhi",Taylor & Francis,2019
,66,Performance Appraisal Climate of Organizations: An Influencing Factor for Overall Job Satisfaction of Extension Personnel,"Ghosh, S.; Vijayaragavan, K.",UNKNOWN,2003
,67,Buffering income loss due to unemployment: Family and welfare state influences on income after job loss in the United States and western Germany,"Ehlert, M.","Elsevier Science B.V., Amsterdam",2012
,68,To Shave or Not to Shave? How Beardedness in a Linkedin Profile Picture Influences Perceived Expertise and Job Interview Prospects,"van der Land, S.; Muntinga, D.G.",SPRINGER-VERLAG,2014
,69,Job Strain and Shift Work Influences on Biomarkers and Subclinical Heart Disease Indicators: A Pilot Study,"Wong, I.S.; Ostry, A.S.; Demers, P.A.; Davies, H.W.",Taylor & Francis,2012
,70,Influences of Work-Family Interface on Job and Life Satisfaction,"Simone, S.; Lampis, J.; Lasio, D.; Serri, F.; Cicotto, G.; Putzu, D.",SPRINGER SCIENCE + BUSINESS MEDIA,2014
,71,Influences of functional specialty and job technology on employees' perceptual and affective responses to their jobs,Mary Roznowski; Charles L Hulin,Academic Press,1985
,72,Economic Influences on Ideals About Future Jobs in Young Adults in Formerly Socialist Countries and the United States,"Olson, J. E.; Frieze, I. H.; Wall, S.; Zdaniuk, B.; Telpuchovskaya, N.; Ferligoj, A.; Kogovsek, T.; Horvat, J.; Sarlija, N.; Jarosova, E.",SAGE PUBLICATIONS,2006
,73,THE INFLUENCES OF ORG. CULTURE &amp; JOB INVOLVEMENT ON JOB SPECIFICATION RATINGS: A MULTILEVEL ANALYSIS,"Li, W.-D.; Wang, Y.; Taylor, P.J.; Shi, K.",Academy of Management,2007
,74,"Organizational commitment, job satisfaction and their possible influences on intent to turnover","Ramalho Luz, Carolina Machado Dias; Luiz de Paula, Sílvio; de Oliveira, Lúcia Maria Barbosa",Emerald Publishing Ltd,2018
,75,"Organisational climate, job satisfaction, and leadership style influences on organisational commitment among South African soldiers","Makhathini, Thulile N.; Van Dyk, Gideon A.J.",Taylor & Francis,2018
,76,Ethical climate influences on employee commitment through job satisfaction in a transport sector industry,"Mitonga-Monga, Jeremy",Taylor & Francis,2018
,77,"Investigating the influences of core self   evaluations, job autonomy, and intrinsic motivation on in   role job performance","Joo, B. K.; Jeung, C. W.; Yoon, H. J.","John Wiley & Sons, Ltd",2010
,78,Surgeons' work engagement: Influencing factors and relations to job and life satisfaction,"Mache, S.; Vitzthum, K.; Klapp, B. F.; Danzer, G.",ROYAL COLLEGE OF SURGEONS  OF EDINBURGH,2014
,79,Work Engagement and Job Crafting of Service Employees Influencing Customer Outcomes,"Siddiqi,  Mushtaq A.",THE INDIAN INSTITUTE OF MANAGEMENT,2015
,80,Perceptions of Clients: Influences of Client Weight and Job Status,"Pascal, B.; Kurpius, S.E.R.",APA AMERICAN PSYCHOLOGICAL ASSOCIATION,2012
,81,"Invited reaction: Investigating the influences of core self   evaluations, job autonomy, and intrinsic motivation on in   role job performance","Collins, B. J.","John Wiley & Sons, Ltd",2010
,82,The Consequences of Job Displacement for Health: Moderating Influences of Economic Conditions and Educational Attainment,"Pearlman, J.","Elsevier Science B.V., Amsterdam",2015
,83,Satisfaction vs. Sacrifice: Sports Editors Assess the Influences of Life Issues on Job Satisfaction,"Reinardy, S.",unknown,2007
,84,Striking a Balance in Boundary-Spanning Positions: An Investigation of Some Unconventional Influences of Role Stressors and Job Characteristics on Job Outcomes of Salespeople,"Singh, Jagdip",American Marketing Association,1998
,85,Striking a balance in boundary-spanning positions: An investigation of some unconventional influences of role stressors and job characteristics on job outcomes of salespeople,"Singh, Jagdip",American Marketing Association,1998
,86,"Job strain, work-related musculoskeletal symptoms and influencing factors","Chung, S.; Han, S. Y.; ; Oh, E. G.; Choi, E. Y.",Wiley-Blackwell,2014
,87,Influencing Work-Related Learning: The Role of Job Characteristics and Self-Directed Learning Orientation in Part-Time Vocational Education,"Gijbels, D.; Raemdonck, I.; Vervecken, D.",SPRINGER SCIENCE + BUSINESS MEDIA,2010
,88,Influences of Workplace Conditions on Teachers' Job Satisfaction,"Ma, Xin",Heldref Publications,1999
,89,Influences of workplace conditions on teachers' job satisfaction,Xin Ma,"Published for the University of Illinois, Bureau of Educational Research by the Public School Publ. Co",1999
,90,"Factors influencing new graduate nurse burnout development, job satisfaction and patient care quality: a time-lagged study","Boamah, S. A.; Read, E. A.; Spence Laschinger, H. K.",Wiley- Blackwell,2017
,91,The influences of internal service quality and job standardization on job satisfaction with supports as mediators: flight attendants at branch workplace,"Chiang, C.-F.; Wu, K.-P.",Taylor & Francis,2014
,92,Labor Market Influences on Personality Scale Scores among Job Applicants. Four Field Studies in Personnel Selection Settings,"Ones, D. S.; Viswesvaran, C.",HOGREFE,2007
,93,The Heritability of Job Satisfaction Reconsidered: Only Unique Environmental Influences Beyond Personality,"Hahn, E.; Gottschling, J.; König, C. J.; Spinath, F. M.",Springer Science + Business Media,2016
,94,Voluntary turnover and job performance: Curvilinearity and the moderating influences of salary,"Trevor, Charlie O","American Psychological Association, etc",1997
,95,How Transformational Leadership Influences Work Engagement Among Nurses: Does Person-Job Fit Matter?,"Enwereuzor, I.K.; Ugwu, L.I.; Eze, O.A.",unknown,2018
,96,Exploring Direct and Indirect Influences of Physical Work Environment on Job Satisfaction for Early-Career Registered Nurses Employed in Hospitals,"Djukic, M.; Kovner, C. T.; Brewer, C. S.; Fatehi, F.; Greene, W. H.",JOHN WILEY & SONS LTD,2014
,97,Moderating effects of proactive personality on factors influencing work engagement based on the job demands-resources model,"Li, L.; Zhong, J.A.; Chen, Y.; Xie, Y.; Mao, S.",SOCIETY FOR PERSONALITY RESEARCH,2014
,98,"Walking and jobs: A comparative analysis to explore factors influencing flexible and fixed schedule workers, a case study of Rasht, Iran","Hatamzadeh, Yaser; Habibian, Meeghat; Khodaii, Ali",Elsevier Science,2017
,99,Current State and Influencing Factors of Nurse Resilience and Perceived Job-Related Stressors,"Leng, Min; Xiu, Hong; Yu, Peng; Feng, Juan; Wei, Yuling; Cui, Yanuan; Zhang, Mingming; Zhou, Yun; Wei, Holly",SLACK INCORPORATED,2020
,100,"The Influences of Role Stress, Physical Symptoms, and Job Satisfaction on Turnover Intentions","Lang, D.",SELECT PRESS,1992
,1,Teacher Proactivity Influencing Student Satisfaction and Loyalty Role of Job Crafting and Work Engagement,"Zahoor, Adil",THE INDIAN INSTITUTE OF MANAGEMENT,2018
,2,Techonomics The rapid Internet-influenced transformation of the economy is stifling job creation,"Hanft, A.","CMP PUBLICATIONS, INC.",2004
,3,Professional Values and Job Satisfaction Levels of Pediatric Nurses and Influencing Factors: A Cross-sectional Study,"Kaya, Ayla; Çelik, Derya; Dalgiç, Ayşegül İşler",unknown,2020
,4,It is not only mentoring: The combined influences of individual-level and team-level support on job performance,"Emmerik, I. J.",Emerald Group Publishing Limited,2008
,5,"The mental, physical and emotional health of newly qualified nurses may be influenced by their psychological capital and perceived job fit",unknown,RCN Publishing Company,2013
,6,On the frontline of CCSS implementation: A national study of factors influencing teachers' perceptions of teaching conditions and job satisfaction,"Endacott, Jason L.; Collet, Vicki; Goering, Christian Z.; Turner, Ronna; Denny, George S.; Wright, Ginney; Jennings-Davis, Jennifer",Taylor & Francis,2016
,7,Factors Influencing Critical Care Nurses' Perception of Their Overall Job Satisfaction: An Empirical Study,"Moneke, N.; Umeh, O.J.",Lippincott Williams & Wilkins,2013
,8,Factors influencing the Japanese version of the NIOSH generic job stress questionnaire,"Haratani, T. et al.",Japan Association of Industrial Health,1994
,9,Environmental influences on blood pressure and the role of job strain,"Pickering, T. G.",unknown,1996
,10,Factors Influencing Choice of Radiology and Relationship to Resident Job Satisfaction,"Matalon, Shanna A.; Guenette, Jeffrey P.; Smith, Stacy E.; Uyeda, Jennifer W.; Chua, Alicia S.; Gaviola, Glenn C.; Durfee, Sara M.","Elsevier Science B. V., Amsterdam",2019
,11,"Factors influencing applicant willingness to apply for the advertised job opening: the mediational role of credibility, satisfaction and attraction","Acarlar, G.; Bilgic, R.",Taylor & Francis,2013
,12,How level of realism influences anxiety in virtual reality environments for a job interview,"Kwon, J. H.; Powell, J.; Chalmers, A.","Elsevier Science B.V., Amsterdam",2013
,13,"Linking transformational leadership and employee creativity in the hospitality industry: The influences of creative role identity, creative self-efficacy, and job complexity","Wang, C. J.; Tsai, H. T.; Tsai, M. T.","Elsevier Science B.V., Amsterdam.",2014
,14,Influencing Factors in the Scalability of Distributed Stream Processing Jobs,"Van Dongen, Giselle; Van Den Poel, Dirk",IEEE,2021
,15,Job security and workaholism among non-permanent workers: The moderating influences of corporate culture,"Kim, Joon-ho; Jung, Seung-hye; Yang, Soo-yun; Choi, Hyun-ju",Taylor & Francis,2019
,16,The Influences of Work and Home Interference and Facilitation on Job Satisfaction: An Attachment Theory Perspective,"Chong,  Alexandra; Gordo,  Myla; Gere,  Judith",Hogrefe Publishing,2018
,17,Beware: Your Job May Be Killing You. Happiness at the office influences health,unknown,US NEWS AND WORLD REPORT INC,2010
,18,How Personality Type Influences Decision Paths in the Unfolding Model of Voluntary Job Turnover: An Application to IS Professionals,"Mourmant, G.; Gallivan, M.","New York:; Association for Computing Machinery,",2007
,19,Resilience and Unemployment: Exploring Risk and Protective Influences for the Outcome Variables of Depression and Assertive Job Searching,"Moorhouse, A.; Caltabiano, M. L.",NATIONAL EMPLOYMENT COUNSELING ASSOC,2007
,20,Square up to career feedback. If you are applying for posts do not be afraid to ask how you influenced the final decision � whether you get the job or not,"Charnock, D.",EMAP HEALTH CARE,2010
,21,Influences of artificial intelligence (AI) awareness on career competency and job burnout,"Kong, Haiyan; Yuan, Yue; Baruch, Yehuda; Bu, Naipeng; Jiang, Xinyu; Wang, Kangping",Emerald Group Publishing Limited,2021
,22,Is There a General Factor in Ratings of Job Performance? A Meta-Analytic Framework for Disentangling Substantive and Error Influences,"Viswesvaran, C.; Schmidt, F. L.; Ones, D. S.",APA AMERICAN PSYCHOLOGICAL ASSOCIATION,2005
,23,"Security Manager's Journal: Quality of Life Influences Decision to Stay Put. C.J. Kelly recently got some attractive job offers, but then Hurricane Katrina hit, and now she realizes that money isn't the only key to job satisfaction",unknown,UNKNOWN,2005
,24,"This year's salary survey provides up-to-date statistics on job responsibilities and compensation, as well as details of the factors influencing pay levels","Nighswonger, G.",CANON COMMUNICATIONS INC,2002
,25,"I Want to Believe: Your teachers' deeply held beliefs and perceptions shape how they do their jobs. How do those beliefs change over time, and can they be influenced?","Black, S.",AMERICAN SCHOOL BOARD JOURNAL,2011
,26,Influences of traits and assessment methods on human resource practitioners’ evaluations of job applicants,"Topor, D. J.; Colarelli, S. M.; Han, K.",Springer Science + Business Media,2007
,27,The influences of interviewer-related and situational factors on interviewer reactions to high structured job interviews,"Chen, Y. C.; Tsai, W. C.; Hu, C.",Taylor & Francis,2008
,28,"Teacher Job Stress and Satisfaction in Urban Schools: Disentangling Individual-, Classroom-, and Organizational-Level Influences","Ouellette, Rachel R.; Frazier, Stacy L.; Shernoff, Elisa S.; Cappella, Elise; Mehta, Tara G.; Maríñez-Lora, Ané; Cua, Grace; Atkins, Marc S.",Elsevier Science B. V.; Amsterdam,2018
,29,Job Preferences in Comparative Perspective 1989–2015: A Multidimensional Evaluation of Individual and Contextual Influences,"Esser, Ingrid; Lindh, Arvid",M.E. SHARPE INC.,2018
,30,Fight or Flight? Factors Influencing Child Welfare Workers' Propensity to Seek Positive Change or Disengage from Their Jobs,"Travis, D.J.; Barak, M.E.M.",HAWORTH PRESS INC,2010
,31,Influences of Trait Negative Affect and Situational Similarity on Correlation and Convergence of Work Attitudes and Job Stress Perceptions Across Two Jobs,"Schaubroeck, J.",JAI PRESS INC,1998
,32,"Influencing the psychological well-being of beginning teachers across three years of teaching: self-efficacy, stress causes, job tension and job discontent","Helms-Lorenz, Michelle; Maulana, Ridwan",Taylor & Francis,2016
